File Name,Skills
22488036.pdf,"handson experience autocad, autodesk inventor, pro engineer, creo, microstation, solidworks, catia v, matlab, ansys"
22855060.pdf,"clients, training, customer service, operations, receptionist, retail sales, sales, account management, and sales, bookkeeping, cash, cash"
23004695.pdf,staff training
23011221.pdf,equal opportunities
23063986.pdf,"excel intermediate, microsoft word intermediate, powerpoint intermediate extremely organized"
23477199.pdf,organizing and recording data into microsoft word and excel
24219583.pdf,"cna, client, clients, client interaction, internet explorer, mechanical, medication administration, microsoft excel, microsoft office, microsoft"
24251588.pdf,"budget, coaching, counseling, creativity, credit, customer service, decision making, staff training, facility maintenance, instruction, marketing plan"
24444525.pdf,"computer literate  excel, power point, word, mind body"
24708621.pdf,"business intelligence, commodities, client, clients, financial, insurance, leadership, logistics, market, works, monitors, negotiations, enterprise"
24905947.pdf,cheerful and energetic
24994145.pdf,"selling, coaching, motivating, presenting, writing, customer relations, fitness training, professional speaking radio, seminars, tv, organizing, tech"
25482567.pdf,leadershipcommunication skills  small business development
25507648.pdf,interpersonal skills
25838512.pdf,"human resources  years, microsoft office  years, community outreach  years, community relations  year, sales  years"
26459032.pdf,"accounts payable, act, administrative skills, adobe, advertising, analytical skills, scheduling appointments, attention to detail, budget, coaching"
27084878.pdf,"askronosanososcerner as well with proprietary software for data entry and retrieval, update and maintain customer data, skilled with"
27397245.pdf,excellent typing skills
27903191.pdf,"digital advertising, marketing, outside sales, retail sales"
27974588.pdf,ifta  group fitness
28172023.pdf,"microsoft office word, excel, outlook, and powerpoint, great organizational skills, selfstarter, excellent problem solveradditional information"
28321954.pdf,customer satisfaction staff leadership
28669770.pdf,"apt, consultant, client, clients, general manager, instruction, inventory, meetings, payroll, policies, progress, purchasing, quality, risk management"
29165698.pdf,"budget, conflict resolution, cpr, customer service, delivery, employee training, first aid, forms, health promotion, hr, leadership"
29306433.pdf,active listening skills
29319314.pdf,effective verbal and written communication skills
29425788.pdf,"art, balance, coach, coaching, council, counseling, client, clients, harvard, instructor, listening, director, materials, lisa, profit, protocols"
29573698.pdf,excellent communication skills thrive in fastpaced environment
30757456.pdf,"highlevel strategic alliance skills including but not limited to networking, collaboration, sponsorship and partnerships"
30990885.pdf,"banking, cpr, fluent in english, financial, inventory, excel, microsoft office, powerpoint, word, microsoft word, works, pos, retail, spanish"
31042953.pdf,excellent working knowledge of computer hardware and technology in general proficiency with microsoft windows and office applications
31556198.pdf,time management ability
32517106.pdf,as well as a fast learner i am looking for a personal training opportunity that can help me to reach my full potential
32636041.pdf,"bs  health sciencephysiology, chemistry, university of arizona  city, state, us"
32651555.pdf,"academic, basic, bi, cash deposits, closing, cpr, customer service, first aid, futures, http, japanese, leadership, director, navy"
34151183.pdf,"accounting, administrative support, benefits, billing, clerical, counseling, clientele, client, clients, customer service, data entry, database"
34792238.pdf,skills
35164503.pdf,work history
35302620.pdf,"accounts payable, audit, budget, budgets, coaching, correspondence, delinquent accounts, diversity and inclusion, documentation, financial"
36139251.pdf,"microsoft windows, microsoft powerpoint, microsoft outlook, microsoft access, skills internet explorer and social media"
37087824.pdf,selfdirected dedicated team player
38108845.pdf,outstanding leadership
38642923.pdf,"accounting, budget, business management, competitive, content, contracts, course development, client, clients, database management, database"
38650096.pdf,"appointment setter, multitasker, adaptable, microsoft word, microsoft excel, outlook, onedrive, excellent phone skills, able to work in"
39805617.pdf,"attention to detail, backhoe, customer service, directing, forklift, navy, naval, organizing, personnel, problem solving skills, repairs, sales"
45656814.pdf,i am a very organized person with a professional and positive attitude i am great at keeping an open dialogue and making myself easily
52684666.pdf,work history
54259150.pdf,"cable, excellent communication, interpersonal skills, competitive, consulting, cpr, customer service, instructor, ie, leadership, people"
55746506.pdf,"academic, coach, coaching, contracts, customer service, database, delivery, financing, insurance, letters, meetings, nac, networking, personnel"
56286525.pdf,"arbitration, automation, budgeting, budget, concise, conflict resolution, client, clients, customer service, delivery, forecasting, government"
57575888.pdf,"adobe acrobat, benefits, blueprint, budget planning, business case, c, coach, coaching, council, client, clients, data analysis, data collection"
62870550.pdf,work history
63282405.pdf,quick learner
67032711.pdf,leadership
69666645.pdf,patient assessment vaccination setup and administration
75156649.pdf,verbal communication
76530505.pdf,"administrative, arts, articulate, customer service, direction, financial, hiring, managing, marketing, ordering materials, neat, payroll, personnel"
80000092.pdf,solutionfocused counseling
89858892.pdf,customer service
90365216.pdf,"anatomy, benefits, communication skills, counseling, client, clients, customer satisfaction, customer service, dependable, direction, email, staff"
95085510.pdf,"background in gpo and formulary processes experience in specialty, hospital and primary care sales and injectable medications"
95769832.pdf,"billings, first aid, take messages"
96761538.pdf,vast knowledge of strains and their affects
97123005.pdf,"account management, e nthusiastic people person, advanced problemsolving, great organizational skills, active learning, calendaring, client"
10062724.pdf,"proficient epic, word, lotus, interqual, nice, symposium, foundations, azz cardfile"
10076271.pdf,"microsoft office excel, power point, and access expertise, internet, pcmac software proficiency, microsoft project, information resources"
10251432.pdf,organized
10466208.pdf,documentation
10480456.pdf,"healthcare, marketing, claims, product development, transmissions, ada, business development, fda, patent, class, comprehensive large"
10568183.pdf,selfstarter
11378657.pdf,team leadership experience
11605833.pdf,"accounting, businesscase, charts, hardware, configuration management, counseling, client, documentation, financial statements, graphs, information"
11653906.pdf,multimillion dollar pl management professional services management
12315079.pdf,gpo and idn targeting
12333703.pdf,"accounts payable, art, audio, read blueprints, book, budget, cash register, closing, cost control, crisis intervention, customer service, delivery"
12613221.pdf,"works proficiently with minimal supervision, fluent communication skills demonstrated daily through interactions with various patient and"
12938200.pdf,"bilingual, speak, read and write english and spanish fluently advanced in word, microsoft, explorer, lotus, and outlook, midas, proficient"
13352113.pdf,"time management, effective communication, trouble shooting, problem solving, cloud technology, skype, proficient, microsoft office suite"
13565152.pdf,staffing management ability
13575312.pdf,issue resolution microsoft office suite
